"course_name","total_name","list_of_name"
"Google Data Studio untuk Analitik Data dan Business Intelligence",77,"Adam Shillingsburg -- Alan Schoenberger -- Alejandro Grove -- Anna Andreadi -- Arthur Gainer -- Brian Derr -- Brian Thompson -- Bruce Degenhardt -- Catherine Glotzbach -- Chad Cunningham -- Claudia Bergmann -- Corey-Lock -- Craig Leslie -- Dan Campbell -- Daniel Raglin -- Darren Powers -- Dennis Kane -- Dorothy Wardle -- Eleni McCrary -- Emily Burns -- Fred Harton -- George Ashbrook -- Greg Matthias -- Greg Tran -- Irene Maddox -- Ivan Liston -- Jane Waco -- Jennifer Halladay -- Jeremy Ellison -- John Murray -- Joy Smith -- Julie Kriz -- Karl Braun -- Keith Herrera -- Ken Brennan -- Ken Lonsdale -- Lindsay Shagiari -- Lisa Hazard -- Lisa Ryan -- Luke Weiss -- Matt Abelman -- Matt Collins -- Matt Collister -- Meg O'Connel -- Michael Moore -- Michelle Ellison -- Michelle Tran -- Natalie Fritzler -- Natalie Webber -- Nathan Mautz -- Patrick Bzostek -- Patrick O'Brill -- Paul Prost -- Philip Brown -- Rachel Payne -- Ralph Kennedy -- Randy Ferguson -- Raymond Buch -- Resi Polking -- Rob Dowd -- Roy Collins -- Ruben Ausman -- Sam Craven -- Scot Coram -- Sean O'Donnell -- Shirley Daniels -- Stephanie Ulpright -- Steven Roelle -- Stewart Carmichael -- Sylvia Foulston -- Tamara Willingham -- Toby Ritter -- Troy Blackwell -- Troy Staebel -- Trudy Schmidt -- Vivek Grady -- William Brown"
"Dasar-dasar Kemampuan Lunak dalam Customer Service",77,"Alan Barnes -- Andrew Gjertsen -- Anne Pryor -- Arthur Gainer -- Arthur Prichep -- Ashley Jarboe -- Barry Gonzalez -- Brian Dahlen -- Brian Moss -- Brooke Gillingham -- Caroline Jumper -- Chris Selesnick -- Clay Ludtke -- Cynthia Delaney -- Cynthia Voltz -- Darren Powers -- Darrin Sayre -- Dennis Kane -- Dianna Arnett -- Don Miller -- Edward Becker -- Elpida Rittenbach -- Erica Bern -- Gary Mitchum -- George Bell -- Helen Andreada -- Helen Wasserman -- Irene Maddox -- Ivan Liston -- Jamie Frazer -- Jason Fortune- -- Jim Karlsson -- John Huston -- Jonathan Doherty -- Jonathan Howell -- Joni Blumstein -- Justin MacKendrick -- Katrina Bavinger -- Katrina Edelman -- Kean Thornton -- Keith Dawkins -- Ken Lonsdale -- Lena Creighton -- Lena Hernandez -- Linda Cazamias -- Maribeth Schnelling -- Mark Cousins -- Mark Hamilton -- Matthew Grinstein -- Michael Nguyen -- Michael Paige -- Mick Hernandez -- Mike Vittorini -- Nick Zandusky -- Patrick Ryan -- Paul Prost -- Pete Kriz -- Peter Fuller -- Peter McVee -- Randy Ferguson -- Ricardo Sperren -- Rick Duston -- Rick Huthwaite -- Robert Waldorf -- Roland Schwarz -- Sally Hughsby -- Sample Company A -- Scot Wooten -- Scott Cohen -- Sean O'Donnell -- Shahid Collister -- Shahid Shariari -- Susan Pistek -- Thomas Seio -- Tom Prescott -- Tony Chapman -- Vivek Gonzalez"
"Visualisasi dan Analisis Data dengan Tableau Desktop",77,"Ann Chong -- Anna Gayman -- Anne McFarland -- Arianne Irving -- Art Ferguson -- Arthur Gainer -- Barry Pond -- Bart Pistole -- Benjamin Venier -- Berenike Kampe -- Beth Paige -- Brosina Hoffman -- Charles Crestani -- Chloris Kastensmidt -- Christina Anderson -- Cyma Kinney -- Daniel Lacy -- Darren Budd -- Darrin Martin -- Dianna Wilson -- Ed Braxton -- Eugene Hildebrand -- Frank Carlisle -- Frank Hawley -- Gary Hwang -- Giulietta Weimer -- Greg Matthias -- Guy Thornton -- Harold Pawlan -- Janet Martin -- Joel Eaton -- Jonathan Howell -- Joni Sundaresam -- Joni Wasserman -- Justin Deggeller -- Justin Ritter -- Karen Carlisle -- Karen Ferguson -- Karl Braun -- Keith Dawkins -- Kelly Collister -- Ken Black -- Ken Lonsdale -- Khloe Miller -- Larry Hughes -- Laura Armstrong -- Liz Thompson -- Maribeth Schnelling -- Maris LaWare -- Mark Hamilton -- Mark Van Huff -- Matt Abelman -- Michael Grace -- Mike Gockenbach -- Mike Vittorini -- Mitch Webber -- Naresj Patel -- Penelope Sewall -- Ralph Kennedy -- Rick Duston -- Rick Wilson -- Roger Demir -- Rose O'Brian -- Roy Franzosisch -- Ryan Crowe -- Sean Christensen -- Stefania Perrino -- Steve Nguyen -- Steven Cartwright -- Sung Shariari -- Tamara Dahlen -- Thea Hudgings -- Theresa Swint -- Tracy Blumstein -- Troy Blackwell -- Troy Staebel -- Xylona Preis"
"Tingkatkan Kemampuan di Pemodelan dan Teknik Analis Bisnis",77,"Adrian Barton -- Adrian Shami -- Alyssa Tate -- Amy Cox -- Andrew Gjertsen -- Arthur Prichep -- Becky Martin -- Berenike Kampe -- Bill Donatelli -- Bradley Nguyen -- Brenda Bowman -- Brian Moss -- Chad Cunningham -- Charles Crestani -- Cindy Stewart -- Craig Carreira -- Cynthia Voltz -- Dave Hallsten -- Edward Becker -- Eleni McCrary -- Emily Burns -- Emily Phan -- Erin Ashbrook -- Filia McAdams -- Frank Merwin -- Fred Chung -- Giulietta Weimer -- Guy Armstrong -- Hunter Glantz -- Jamie Frazer -- Janet Lee -- Jason Fortune- -- Jason Gross -- Jay Fein -- Jennifer Patt -- Jim Sink -- Joni Sundaresam -- Julie Creighton -- Kalyca Meade -- Katharine Harms -- Katrina Willman -- Kean Takahito -- Kelly Andreada -- Kelly Lampkin -- Kristen Hastings -- Laurel Elliston -- Laurel Workman -- Matt Collister -- Matthew Grinstein -- Michael Nguyen -- Michelle Moray -- Monica Federle -- Muhammed Yedwab -- Nat Gilpin -- Nathan Cano -- Paul Prost -- Pete Takahito -- Peter McVee -- Raymond Buch -- Rob Beeghly -- Robert Marley -- Sample Company A -- Scot Coram -- Skye Norling -- Steven Cartwright -- Steven Roelle -- Stuart Van -- Sung Shariari -- Thea Hendricks -- Theone Pippenger -- Thomas Thornton -- Toby Gnade -- Todd Sumrall -- Tonja Turnell -- Trudy Schmidt -- Vivian Mathis -- Xylona Preis"
"Analisis Data HR dengan Python",78,"Alejandro Grove -- Aleksandra Gannaway -- Alyssa Tate -- Andrew Allen -- Anthony Jacobs -- Bart Pistole -- Becky Martin -- Ben Ferrer -- Bill Donatelli -- Bill Overfelt -- Candace McMahon -- Carol Triggs -- Caroline Jumper -- Cassandra Brandow -- Christine Sundaresam -- Chuck Clark -- Chuck Sachs -- Claire Gute -- Craig Leslie -- David Smith -- Dean Katz -- Dean percer -- Dorothy Dickinson -- Doug Bickford -- Doug Jacobs -- Edward Hooks -- Eileen Kiefer -- Emily Phan -- Frank Atkinson -- Greg Guthrie -- Greg Maxwell -- Helen Andreada -- Henry MacAllister -- Jay Kimmel -- Jeremy Ellison -- Jessica Myrick -- John Stevenson -- Joseph Holt -- Julia Dunbar -- Juliana Krohn -- Karen Daniels -- Kean Thornton -- Ken Dana -- Lena Hernandez -- Maribeth Dona -- Mary Zewe -- Matthew Clasen -- Michael Granlund -- Naresj Patel -- Nat Gilpin -- Nick Crebassa -- Olvera Toch -- Patrick Bzostek -- Pauline Johnson -- Penelope Sewall -- Philip Fox -- Randy Ferguson -- Resi Polking -- Ricardo Sperren -- Rob Dowd -- Rob Lucas -- Roger Demir -- Ross DeVincentis -- Russell Applegate -- Sally Hughsby -- Sam Zeldin -- Saphhira Shifley -- Sean Braxton -- Sheri Gordon -- Speros Goranitis -- Stephanie Ulpright -- Steven Cartwright -- Sung Pak -- Susan Pistek -- Thomas Seio -- Toby Carlisle -- Valerie Mitchum -- Xylona Preis"
"Belajar Inovasi pada Digital Banking",79,"Andrew Allen -- Ann Steele -- Anna Haberlin -- Anthony Witt -- Astrea Jones -- Becky Castell -- Ben Ferrer -- Bobby Trafton -- Brenda Bowman -- Brendan Murry -- Brian Thompson -- Brooke Gillingham -- Brosina Hoffman -- Caroline Jumper -- Charlotte Melton -- Christina Anderson -- Corey Roper -- Dan Campbell -- Dan Reichenbach -- Daniel Byrd -- Dean Braden -- Deborah Brumfield -- Debra Catini -- Denny Ordway -- Dionis Lloyd -- Duane Benoit -- Eugene Barchas -- Filia McAdams -- Frank Atkinson -- George Bell -- Greg Tran -- Hilary Holden -- Ivan Liston -- James Lanier -- Jane Waco -- Janet Molinari -- Jennifer Ferguson -- Jeremy Ellison -- Jim Epp -- Jim Mitchum -- Joe Elijah -- Joel Jenkins -- Joseph Airdo -- Karen Bern -- Katharine Harms -- Kelly Andreada -- Laura Armstrong -- Laurel Workman -- Linda Southworth -- Liz Preis -- Luke Weiss -- Marc Harrigan -- Maria Bertelson -- Matt Hagelstein -- Nathan Cano -- Noah Childs -- Patrick O'Donnell -- Pierre Wener -- Quincy Jones -- Ralph Arnett -- Raymond Buch -- Resi Polking -- Rob Williams -- Roland Fjeld -- Roy Collins -- Ruben Dartt -- Sally Hughsby -- Sarah Bern -- Sean Braxton -- Seth Vernon -- Shirley Daniels -- Stuart Calhoun -- Sue Ann Reed -- Tim Brockman -- Tracy Collins -- Valerie Dominguez -- Victoria Wilson -- Vivek Grady -- William Brown"
"Python untuk Sains Data",79,"Aaron Smayling -- Alan Hwang -- Alan Schoenberger -- Amy Hunt -- Andy Reiter -- Ann Chong -- Ben Ferrer -- Brad Norvell -- Brian DeCherney -- Brian Thompson -- Bruce Stewart -- Carol Darley -- Caroline Jumper -- Chad Cunningham -- Charles Crestani -- Charles Sheldon -- Chloris Kastensmidt -- Cyma Kinney -- Damala Kotsonis -- Dave Kipp -- David Smith -- Dean percer -- Denny Blanton -- Don Miller -- Dorris liebe -- Edward Becker -- Edward Nazzal -- Erin Mull -- Eugene Barchas -- Eugene Hildebrand -- Gary Hansen -- Gene McClure -- Grant Thornton -- Greg Maxwell -- Jason Klamczynski -- Jim Kriz -- Jim Mitchum -- Jim Sink -- Joe Elijah -- John Huston -- John Lucas -- Joseph Holt -- Karen Daniels -- Kelly Lampkin -- Laura Armstrong -- Lauren Leatherbury -- Lena Cacioppo -- Lindsay Williams -- Liz Thompson -- Luke Schmidt -- Luke Weiss -- Michael Chen -- Michael Paige -- Michelle Tran -- Mick Hernandez -- Mike Pelletier -- Nick Crebassa -- Pamela Stobb -- Patrick Gardner -- Paul Gonzalez -- Paul Prost -- Ralph Arnett -- Raymond Messe -- Resi Polking -- Rob Lucas -- Roger Demir -- Sally Hughsby -- Sanjit Chand -- Sanjit Engle -- Sarah Foster -- Sean O'Donnell -- Speros Goranitis -- Stewart Visinsky -- Suzanne McNair -- Thea Hendricks -- Toby Braunhardt -- Tom Boeckenhauer -- Tom Stivers -- Tony Sayre"
"Menyusun Laporan dan Visualisasi Data menggunakan Google Data Studio",79,"Aaron Bergman -- Alan Dominguez -- Alan Haines -- Alejandro Savely -- Allen Goldenen -- Amy Hunt -- Ann Blume -- Ann Chong -- Anna Andreadi -- Becky Castell -- Bill Shonely -- Bradley Nguyen -- Brenda Bowman -- Brian Thompson -- Carlos Soltero -- Carol Triggs -- Clay Ludtke -- Damala Kotsonis -- Dianna Wilson -- Duane Benoit -- Ed Jacobs -- Edward Hooks -- Elizabeth Moffitt -- Emily Phan -- Erin Ashbrook -- Eudokia Martin -- Frank Hawley -- Frank Olsen -- Greg Guthrie -- Greg Tran -- Hallie Redmond -- Henia Zydlo -- James Galang -- Jane Waco -- Jay Kimmel -- Jennifer Ferguson -- John Lee -- Joni Blumstein -- Joni Wasserman -- Joy Smith -- Katherine Nockton -- Kean Thornton -- Keith Dawkins -- Ken Black -- Kunst Miller -- Lena Radford -- Liz Preis -- Luke Foster -- Matt Abelman -- Matt Collister -- Meg Tillman -- Melanie Seite -- Mike Caudle -- Muhammed MacIntyre -- Muhammed Yedwab -- Nathan Cano -- Noel Staavos -- Nona Balk -- Pauline Webber -- Philisse Overcash -- Ralph Arnett -- Robert Dilbeck -- Robert Waldorf -- Ryan Akin -- Seth Vernon -- Shahid Collister -- Shirley Daniels -- Speros Goranitis -- Stefania Perrino -- Steven Cartwright -- Steven Roelle -- Stewart Visinsky -- Thea Hudgings -- Toby Carlisle -- Tom Ashbrook -- Tracy Hopkins -- Troy Staebel -- Victoria Brennan -- Zuschuss Carroll"
"Seni Storytelling dalam Komunikasi dan Presentasi",79,"Adam Shillingsburg -- Adrian Barton -- Alan Shonely -- Alejandro Ballentine -- Alejandro Grove -- Anne McFarland -- Anne Pryor -- Annie Thurman -- Annie Zypern -- Anthony Johnson -- Arthur Gainer -- Barry Franzosisch -- Benjamin Farhat -- Bill Donatelli -- Brian Dahlen -- Bryan Davis -- Bryan Spruell -- Carlos Soltero -- Carol Triggs -- Cathy Prescott -- Charlotte Melton -- Chris Cortes -- Christine Phan -- Cynthia Voltz -- Dan Reichenbach -- Dennis Kane -- Ed Jacobs -- Edward Hooks -- Elizabeth Moffitt -- Emily Grady -- Eric Hoffmann -- Eugene Moren -- Frank Hawley -- Frank Preis -- Fred Chung -- Gary Hwang -- Irene Maddox -- Ivan Gibson -- Janet Molinari -- Jeremy Farry -- Jim Epp -- Joni Sundaresam -- Julia Barnett -- Julie Creighton -- Justin Ritter -- Karen Daniels -- Katharine Harms -- Kean Thornton -- Ken Dana -- Laurel Beltran -- Liz Thompson -- Marina Lichtenstein -- Maris LaWare -- Matt Abelman -- Matt Collister -- Maurice Satty -- Maxwell Schwartz -- Michael Paige -- Mike Pelletier -- Natalie Webber -- Neola Schneider -- Noel Staavos -- Paul Prost -- Raymond Messe -- Rick Wilson -- Ruben Dartt -- Ryan Crowe -- Sarah Foster -- Sean Miller -- Sean Wendt -- Stephanie Phelps -- Steve Nguyen -- Steven Ward -- Ted Trevino -- Thomas Seio -- Tom Boeckenhauer -- Tracy Hopkins -- Trudy Schmidt -- Zuschuss Donatelli"
"Fundamental Probability dan Statistics",80,"Adrian Barton -- Alan Hwang -- Arthur Gainer -- Barry Gonzalez -- Bill Donatelli -- Bradley Drucker -- Brendan Murry -- Brendan Sweed -- Brian Dahlen -- Carlos Soltero -- Cassandra Brandow -- Cathy Prescott -- Christina DeMoss -- Christopher Schild -- Clytie Kelty -- Corinna Mitchell -- Dan Reichenbach -- Daniel Raglin -- Darrin Sayre -- Dennis Pardue -- Dianna Arnett -- Erica Smith -- Erin Mull -- Guy Armstrong -- Jamie Frazer -- Jas O'Carroll -- Jim Sink -- Joel Jenkins -- John Murray -- Joseph Airdo -- Joy Smith -- Julia West -- Julie Kriz -- Karen Ferguson -- Katrina Edelman -- Kean Takahito -- Kunst Miller -- Lena Cacioppo -- Lindsay Shagiari -- Marc Crier -- Maria Zettner -- Maribeth Yedwab -- Matt Connell -- Max Jones -- Melanie Seite -- Michael Kennedy -- Michelle Moray -- Mick Crebagga -- Mike Pelletier -- Nora Pelletier -- Patrick O'Brill -- Paul Knutson -- Pete Armstrong -- Pete Kriz -- Philisse Overcash -- Phillip Flathmann -- Raymond Buch -- Raymond Messe -- Resi Polking -- Rick Reed -- Robert Barroso -- Roger Barcio -- Ross DeVincentis -- Roy Phan -- Russell D'Ascenzo -- Scot Coram -- Sheri Gordon -- Shui Tom -- Stefania Perrino -- Steven Cartwright -- Steven Ward -- Sung Chung -- Sung Shariari -- Tamara Chand -- Tonja Turnell -- Troy Staebel -- Trudy Glocke -- Vicky Freymann -- Vivek Gonzalez -- Yoseph Carroll"
"Analisis Marketing menggunakan Python",80,"Adrian Barton -- Andy Gerbode -- Anne Pryor -- Arthur Prichep -- Becky Castell -- Berenike Kampe -- Bill Tyler -- Brad Norvell -- Brendan Murry -- Brian Moss -- Brian Thompson -- Brooke Gillingham -- Brosina Hoffman -- Candace McMahon -- Cari Schnelling -- Carl Weiss -- Caroline Jumper -- Chad Sievert -- Christine Phan -- Chuck Sachs -- Cindy Stewart -- Claudia Bergmann -- Corey Catlett -- Cynthia Arntzen -- Cynthia Voltz -- Dave Hallsten -- David Flashing -- Denny Ordway -- Doug O'Connell -- Duane Noonan -- Gary McGarr -- George Ashbrook -- George Bell -- Harold Ryan -- Jack O'Briant -- Jas O'Carroll -- Jay Kimmel -- Jeremy Lonsdale -- Joel Eaton -- John Murray -- Joni Blumstein -- Karen Bern -- Katrina Willman -- Ken Black -- Ken Dana -- Ken Lonsdale -- Kristen Hastings -- Luke Weiss -- Marc Crier -- Maria Etezadi -- Mark Van Huff -- Max Jones -- Michael Granlund -- Mike Caudle -- Mike Pelletier -- Muhammed MacIntyre -- Nancy Lomonaco -- Nat Carroll -- Natalie DeCherney -- Nick Radford -- Pete Armstrong -- Philip Fox -- Philisse Overcash -- Ross Baird -- Ruben Ausman -- Sally Knutson -- Sample Company A -- Sandra Glassco -- Saphhira Shifley -- Sarah Brown -- Sean O'Donnell -- Skye Norling -- Stuart Calhoun -- Susan Pistek -- Tamara Dahlen -- Tom Boeckenhauer -- Tracy Blumstein -- Trudy Brown -- Victoria Pisteka -- William Brown"
"Dasar-dasar Google Sheet untuk Pemula",80,"Adam Shillingsburg -- Adrian Hane -- Alejandro Grove -- Andy Reiter -- Anna Gayman -- Anthony Jacobs -- Arthur Prichep -- Barbara Fisher -- Bill Stewart -- Brosina Hoffman -- Carlos Soltero -- Cathy Armstrong -- Chris McAfee -- Christine Sundaresam -- Clay Ludtke -- Clytie Kelty -- Cynthia Arntzen -- Cynthia Delaney -- Darrin Van Huff -- Dave Poirier -- David Bremer -- Delfina Latchford -- Dionis Lloyd -- Eric Barreto -- Eugene Moren -- Frank Hawley -- Fred Chung -- Gene McClure -- Giulietta Baptist -- Greg Guthrie -- Guy Armstrong -- Heather Kirkland -- Irene Maddox -- Ivan Gibson -- Jay Kimmel -- Jenna Caffey -- Jennifer Braxton -- Jim Kriz -- Joe Kamberova -- John Castell -- Julia West -- Katharine Harms -- Katherine Murray -- Keith Dawkins -- Keith Herrera -- Laura Armstrong -- Lena Cacioppo -- Linda Cazamias -- Logan Currie -- Maribeth Schnelling -- Matt Abelman -- Max Ludwig -- Maya Herman -- Michael Stewart -- Mitch Webber -- Nick Zandusky -- Noah Childs -- Pete Kriz -- Philisse Overcash -- Randy Ferguson -- Rick Bensley -- Rick Wilson -- Roger Barcio -- Roland Schwarz -- Ross DeVincentis -- Sally Knutson -- Sample Company A -- Sarah Foster -- Sarah Jordon -- Sean Braxton -- Shahid Shariari -- Shui Tom -- Speros Goranitis -- Steve Nguyen -- Stewart Visinsky -- Sue Ann Reed -- Tamara Manning -- Tanja Norvell -- Tom Stivers -- William Brown"
"Kuasai Desain Presentasi dengan PowerPoint",80,"Adam Bellavance -- Adam Shillingsburg -- Alejandro Ballentine -- Andrew Gjertsen -- Ann Chong -- Ann Steele -- Anne Pryor -- Annie Zypern -- Art Foster -- Barbara Fisher -- Ben Peterman -- Bill Donatelli -- Bobby Trafton -- Carl Weiss -- Chad McGuire -- Chris Cortes -- Christy Brittain -- Clay Ludtke -- Clytie Kelty -- Corey Catlett -- Craig Carreira -- Daniel Raglin -- Darren Powers -- Dennis Bolton -- Doug Jacobs -- Frank Atkinson -- Fred Hopkins -- Gene McClure -- George Ashbrook -- Georgia Rosenberg -- Grace Kelly -- Harold Dahlen -- Heather Jas -- Helen Wasserman -- Jack O'Briant -- Janet Molinari -- Jay Fein -- Jennifer Ferguson -- Jeremy Pistek -- Joe Elijah -- John Lucas -- Joy Daniels -- Justin Deggeller -- Karl Braun -- Katherine Ducich -- Kelly Lampkin -- Ken Black -- Lauren Leatherbury -- Lisa Hazard -- Maribeth Schnelling -- Mary O'Rourke -- Maxwell Schwartz -- Michael Granlund -- Michael Paige -- Michelle Moray -- Natalie Webber -- Nathan Cano -- Nathan Mautz -- Neil Franzosisch -- Nicole Hansen -- Nora Paige -- Pete Kriz -- Philisse Overcash -- Rob Williams -- Ryan Crowe -- Sanjit Engle -- Shaun Chance -- Shui Tom -- Speros Goranitis -- Stefania Perrino -- Sung Pak -- Susan Vittorini -- Tamara Manning -- Tamara Willingham -- Tim Brockman -- Tracy Blumstein -- Trudy Schmidt -- Valerie Dominguez -- William Brown -- Xylona Preis"
"Kunci Tampil dan Berbicara di Depan Publik sebagai Profesional",80,"Aaron Smayling -- Adrian Shami -- Alan Barnes -- Alyssa Crouse -- Amy Cox -- Andrew Gjertsen -- Anna Chung -- Anna Haberlin -- Barry Franzosisch -- Bart Watters -- Beth Paige -- Brian Thompson -- Chris Cortes -- Christina DeMoss -- Christine Kargatis -- Chuck Clark -- Damala Kotsonis -- Dan Reichenbach -- Daniel Byrd -- Dave Poirier -- Don Weiss -- Doug Bickford -- Ed Braxton -- Edward Becker -- Eugene Hildebrand -- Gene Hale -- Grace Kelly -- Harold Ryan -- Jeremy Lonsdale -- Jim Karlsson -- John Castell -- John Lee -- Juliana Krohn -- Justin Deggeller -- Kalyca Meade -- Katharine Harms -- Katherine Hughes -- Kean Nguyen -- Kean Takahito -- Kelly Andreada -- Ken Dana -- Laura Armstrong -- Lena Creighton -- Linda Southworth -- Liz MacKendrick -- Maria Zettner -- Mark Cousins -- Mathew Reese -- Maureen Gnade -- Maya Herman -- Meg O'Connel -- Michael Paige -- Nick Crebassa -- Odella Nelson -- Patrick Gardner -- Patrick O'Donnell -- Paul Prost -- Pete Kriz -- Pierre Wener -- Rachel Payne -- Rick Bensley -- Rick Wilson -- Roland Schwarz -- Roy Skaria -- Ryan Akin -- Sally Hughsby -- Sam Craven -- Sanjit Chand -- Scot Coram -- Sean Christensen -- Seth Vernon -- Shirley Daniels -- Steven Cartwright -- Thomas Brumley -- Toby Swindell -- Tom Boeckenhauer -- Tony Chapman -- Troy Staebel -- Trudy Brown -- Vicky Freymann"
"Penerapan Teknik Data Cleaning di Sains Data Melalui Python",80,"Allen Goldenen -- Anthony Rawles -- Astrea Jones -- Barry Franz -- Becky Castell -- Bill Donatelli -- Bill Stewart -- Brad Eason -- Carol Adams -- Carol Triggs -- Cassandra Brandow -- Chad Cunningham -- Christy Brittain -- Clytie Kelty -- Craig Carreira -- Cynthia Delaney -- Damala Kotsonis -- Dan Lawera -- Daniel Byrd -- Dave Brooks -- Dean Katz -- Deirdre Greer -- Erin Mull -- Erin Smith -- Evan Bailliet -- Frank Gastineau -- Fred Hopkins -- Gary Mitchum -- Helen Abelman -- Helen Andreada -- Herbert Flentye -- Jas O'Carroll -- Jay Kimmel -- Jennifer Braxton -- Jennifer Halladay -- Jennifer Jackson -- Jennifer Patt -- Joe Elijah -- Joe Kamberova -- John Stevenson -- Joseph Airdo -- Juliana Krohn -- Justin Ellison -- Laura Armstrong -- Laurel Workman -- Lauren Leatherbury -- Lena Cacioppo -- Lena Creighton -- Logan Currie -- Marina Lichtenstein -- Meg O'Connel -- Michael Stewart -- Michelle Arnett -- Michelle Huthwaite -- Michelle Moray -- Muhammed Yedwab -- Nat Gilpin -- Noel Staavos -- Patrick O'Brill -- Philip Fox -- Quincy Jones -- Resi Polking -- Rick Wilson -- Robert Barroso -- Roy Phan -- Sam Zeldin -- Sanjit Chand -- Sarah Jordon -- Sean Miller -- Seth Vernon -- Steve Chapman -- Sue Ann Reed -- Thea Hudgings -- Thomas Boland -- Thomas Brumley -- Toby Swindell -- Todd Boyes -- Tom Ashbrook -- Tracy Blumstein -- Victor Preis"
"Perekrutan Social Media untuk tim HR Profesional ",80,"Allen Armold -- Andrew Allen -- Anemone Ratner -- Anthony Johnson -- Arthur Prichep -- Ashley Jarboe -- Bart Pistole -- Bart Watters -- Ben Peterman -- Brian Stugart -- Christine Abelman -- Craig Reiter -- Darrin Martin -- Dave Hallsten -- Dean Braden -- Dean percer -- Deborah Brumfield -- Debra Catini -- Denny Joy -- Dianna Arnett -- Dianna Vittorini -- Dorothy Badders -- Duane Noonan -- Emily Ducich -- Erica Smith -- Erin Ashbrook -- Eugene Moren -- Fred McMath -- Gary Mitchum -- Giulietta Dortch -- Greg Tran -- Jack Garza -- Jamie Kunitz -- Jas O'Carroll -- Jennifer Braxton -- Jill Fjeld -- Joe Elijah -- Joni Blumstein -- Karen Daniels -- Katherine Nockton -- Keith Dawkins -- Keith Herrera -- Ken Dana -- Kimberly Carter -- Kristen Hastings -- Laura Armstrong -- Lena Radford -- Linda Cazamias -- Logan Currie -- Maribeth Yedwab -- Marina Lichtenstein -- Meg Tillman -- Michael Grace -- Michael Paige -- Muhammed Yedwab -- Neil Knudson -- Neoma Murray -- Pamela Stobb -- Patrick O'Brill -- Paul Gonzalez -- Philisse Overcash -- Rick Bensley -- Roger Barcio -- Russell D'Ascenzo -- Sanjit Chand -- Sanjit Jacobs -- Sean O'Donnell -- Seth Vernon -- Shahid Collister -- Stephanie Phelps -- Steve Chapman -- Steve Nguyen -- Stewart Carmichael -- Stewart Visinsky -- Tamara Dahlen -- Ted Butterfield -- Theone Pippenger -- Toby Carlisle -- Tom Stivers -- Troy Staebel"
"Pemodelan Basis Data dengan PostgreSQL dan Golang",81,"Adam Bellavance -- Ann Steele -- Anna Chung -- Anthony Jacobs -- Arianne Irving -- Arthur Prichep -- Ashley Jarboe -- Astrea Jones -- Ben Ferrer -- Brian Dahlen -- Brosina Hoffman -- Carlos Daly -- Chris McAfee -- Chris Selesnick -- Chuck Clark -- Chuck Magee -- Cindy Schnelling -- Clay Ludtke -- Craig Yedwab -- Daniel Raglin -- David Smith -- Dean Katz -- Don Jones -- Ed Braxton -- Erica Hernandez -- Gary Hansen -- Giulietta Weimer -- Grant Thornton -- Greg Guthrie -- Greg Tran -- Harry Marie -- Heather Kirkland -- Jamie Frazer -- Jason Fortune- -- Jay Kimmel -- Jennifer Ferguson -- John Lucas -- Joni Wasserman -- Juliana Krohn -- Keith Dawkins -- Keith Herrera -- Kelly Andreada -- Kristina Nunn -- Kunst Miller -- Larry Tron -- Laurel Elliston -- Liz Pelletier -- Maria Zettner -- Mark Haberlin -- Mark Packer -- Matthew Grinstein -- Michael Kennedy -- Michael Nguyen -- Mick Hernandez -- Mike Kennedy -- Mike Vittorini -- Nancy Lomonaco -- Pamela Stobb -- Paul Lucas -- Paul Stevenson -- Paul Van Hugh -- Peter Fuller -- Philip Fox -- Quincy Jones -- Ross Baird -- Roy Franzosisch -- Russell Applegate -- Ryan Crowe -- Sample Company A -- Saphhira Shifley -- Scott Cohen -- Sean O'Donnell -- Shirley Daniels -- Shirley Schmidt -- Sonia Sunley -- Speros Goranitis -- Suzanne McNair -- Tamara Dahlen -- Toby Ritter -- Tracy Blumstein -- Tracy Zic"
